startup_id,sector,seed_funding_millions,market_score,survived_3yr,year3_revenue_millions
1526,Retail,0.54,-0.01,False,
1527,AI,0.73,-0.16,False,
1528,AI,1.74,1.25,False,
1529,AI,0.66,1.31,True,12.52
1530,Health,0.28,-0.63,False,
1531,Games,1.78,-1.76,False,
1532,AI,0.47,-0.71,True,3.82
1533,AI,1.0,-0.9,True,42.78
1534,Fintech,0.33,0.83,True,20.56
1535,Fintech,0.58,0.92,False,
1536,AI,0.28,-1.03,False,
1537,AI,0.7,-0.75,False,
1538,Retail,1.03,-1.48,False,
1539,Games,0.36,0.13,False,
1540,Fintech,0.35,-0.04,False,
1541,Fintech,0.72,0.79,False,
1542,AI,0.28,0.5,False,
1543,Fintech,0.16,0.61,False,
1544,Fintech,0.72,-1.54,False,
1545,Retail,0.5,-0.63,False,
1546,Games,0.49,0.95,True,8.86
1547,Health,0.82,-0.54,False,
1548,AI,0.92,-1.63,False,
1549,Games,0.48,0.81,False,
1550,Retail,0.22,-0.58,False,
1551,AI,0.32,1.06,False,
1552,Retail,0.86,-0.02,True,15.67
1553,AI,0.6,-0.28,False,
1554,Games,0.35,1.36,False,
1555,AI,0.29,-1.3,False,
1556,Games,0.89,1.43,True,46.09
1557,Fintech,0.45,-0.64,False,
1558,Health,0.99,0.16,False,
1559,Games,1.09,0.17,False,
1560,Games,0.42,-0.43,True,16.11
1561,Games,1.16,-0.76,False,
1562,AI,0.6,-0.37,False,
1563,Games,0.67,-1.01,False,
1564,AI,0.09,1.96,True,15.93
1565,Games,0.25,-0.48,True,13.54
1566,AI,0.26,1.16,False,
1567,Health,0.42,1.03,False,
1568,Fintech,0.59,0.36,False,
1569,Retail,0.61,-0.14,False,
1570,Games,0.68,0.19,True,23.39
1571,AI,0.31,0.57,False,
1572,Games,0.94,0.1,False,
1573,AI,2.3,-1.57,False,
1574,Fintech,0.41,-1.82,False,
1575,Fintech,0.32,1.51,False,
1576,Retail,0.31,-2.63,False,
1577,Retail,0.58,0.2,True,25.07
1578,Retail,0.35,-0.23,True,3.91
1579,AI,0.14,0.16,False,
1580,AI,0.17,-1.14,False,
1581,Retail,1.22,0.35,True,39.35
1582,Fintech,1.51,0.21,False,
1583,Games,1.94,2.76,False,
1584,Retail,0.65,0.13,True,14.91
1585,AI,0.24,1.35,False,
1586,Fintech,0.38,-1.5,False,
1587,Retail,0.16,1.02,False,
1588,Games,0.16,0.23,False,
1589,Retail,0.66,0.27,False,
1590,Games,0.83,0.28,False,
1591,Fintech,2.59,1.71,False,
1592,Retail,0.51,0.26,False,
1593,Retail,0.18,-0.78,False,
1594,Retail,0.49,-0.62,False,
1595,Health,0.43,0.82,False,
1596,Health,0.36,0.45,False,
1597,Fintech,0.71,-1.53,False,
1598,Fintech,0.2,0.51,False,
1599,Retail,0.6,-1.08,False,
1600,Retail,0.91,0.44,False,
1601,Health,1.68,-0.81,False,
1602,Retail,0.69,-0.28,False,
1603,Fintech,1.24,-0.54,False,
1604,Retail,0.38,1.52,True,32.17
1605,Games,0.42,0.4,False,
1606,Games,1.59,1.26,True,15.25
1607,Games,0.18,2.9,False,
1608,Games,0.39,0.05,True,3.9
1609,Retail,1.33,1.5,False,
1610,Fintech,0.46,-0.7,False,
1611,Retail,0.43,1.25,False,
1612,AI,0.44,-0.81,False,
1613,AI,0.59,-0.02,True,28.82
1614,Games,1.29,0.54,True,38.65
1615,Retail,1.13,0.69,True,9.72
1616,Retail,0.55,-1.27,False,
1617,Fintech,1.29,-0.87,False,
1618,AI,0.71,0.61,True,3.6
1619,Health,1.07,-0.37,False,
1620,Retail,0.24,-1.4,False,
1621,Retail,2.17,-0.07,False,
1622,Retail,0.64,-0.12,False,
1623,Health,0.06,0.18,False,
1624,Retail,2.04,0.53,False,
1625,Fintech,0.54,0.47,False,
1626,Retail,0.39,-0.77,False,
1627,Health,0.33,-0.41,False,
1628,Fintech,0.77,0.93,False,
1629,Games,0.27,-0.54,False,
1630,Retail,0.34,-0.4,False,
1631,Fintech,0.35,-1.5,False,
1632,AI,0.43,-0.03,False,
1633,Games,0.36,0.35,False,
1634,Retail,1.07,-1.98,False,
1635,Games,0.67,-1.07,False,
1636,AI,0.74,-1.42,False,
1637,Games,0.88,0.79,True,17.81
1638,AI,0.5,-1.91,True,50.74
1639,Fintech,0.24,-0.08,True,27.23
1640,AI,2.29,0.72,False,
1641,Health,1.13,0.19,True,14.09
1642,Fintech,1.96,-0.44,True,42.86
1643,AI,1.24,0.35,False,
1644,Fintech,0.37,1.04,False,
1645,Games,0.08,-0.11,False,
1646,Fintech,0.2,-2.24,False,
1647,AI,0.9,1.15,False,
1648,Health,0.5,0.4,True,22.49
1649,Retail,0.39,-0.03,False,
1650,Retail,0.07,-1.98,False,
1651,Health,0.53,-0.3,True,12.46
1652,Games,0.23,-0.88,False,
1653,Retail,0.3,-1.22,True,13.88
1654,Games,1.07,-0.14,True,43.31
1655,Health,0.24,-0.54,False,
1656,AI,0.26,-0.47,False,
1657,Fintech,0.63,0.74,True,38.46
1658,Fintech,1.09,0.26,False,
1659,Fintech,0.39,-0.5,False,
1660,Retail,1.75,-0.62,False,
1661,Fintech,0.19,-0.45,True,6.69
1662,Health,0.17,-0.25,False,
1663,Retail,0.16,0.58,False,
1664,Games,0.14,-1.04,False,
1665,Fintech,0.71,1.46,True,63.92
1666,Retail,0.25,0.58,False,
1667,Fintech,0.17,-2.74,False,
1668,AI,0.73,0.09,False,
1669,Health,1.04,1.04,False,
1670,Fintech,1.25,0.39,True,8.1
1671,Retail,1.09,-0.41,True,5.13
1672,Fintech,0.26,-0.06,False,
1673,Retail,0.67,0.18,False,
1674,AI,0.8,0.77,False,
1675,Retail,0.37,-1.42,False,
1676,AI,0.62,-0.61,True,30.37
1677,Retail,0.2,1.64,False,
1678,AI,0.33,0.03,False,
1679,Retail,0.73,1.53,True,3.71
1680,Retail,1.8,2.99,True,8.8
1681,Games,1.36,-0.49,False,
1682,AI,0.92,-1.2,True,9.46
1683,Games,0.58,-0.27,True,6.6
1684,Games,0.51,1.1,False,
1685,Health,0.17,1.24,False,
1686,Games,0.28,2.27,False,
1687,Retail,0.28,-0.04,False,
1688,Retail,0.86,0.49,False,
1689,Health,1.15,-0.71,False,
1690,AI,0.97,-2.51,False,
1691,AI,1.39,-0.04,False,
1692,Games,0.57,-1.15,False,
1693,Retail,0.25,0.64,False,
1694,Health,0.52,-1.88,False,
1695,AI,0.3,-0.74,False,
1696,Fintech,0.91,0.27,False,
1697,Fintech,0.41,0.37,True,12.97
1698,Retail,0.5,-0.05,False,
1699,Games,0.94,1.87,False,
1700,AI,0.3,1.57,False,
1701,Fintech,1.17,-0.68,False,
1702,AI,0.18,1.61,True,16.28
1703,Games,0.69,1.76,True,21.07
1704,Games,0.5,-0.12,True,8.85
1705,AI,1.05,0.05,True,15.99
1706,Fintech,0.18,-0.05,False,
1707,Retail,0.16,-0.64,True,14.13
1708,Retail,0.98,-0.55,False,
1709,Health,0.4,1.32,False,
1710,Health,0.5,0.44,False,
1711,Retail,0.32,-0.55,False,
1712,Games,1.12,-0.93,False,
1713,Retail,0.69,-0.76,False,
1714,AI,0.66,-0.16,True,4.15
1715,Fintech,0.21,0.91,False,
1716,AI,0.81,-0.86,False,
1717,Retail,0.24,0.9,False,
1718,Games,0.32,0.2,True,16.8
1719,AI,0.18,0.14,False,
1720,Retail,0.48,1.03,True,5.76
1721,Retail,1.27,0.84,True,19.93
1722,Fintech,0.65,-1.4,False,
1723,Games,0.38,-1.08,False,
1724,Games,0.59,-0.23,False,
1725,AI,0.59,0.36,True,6.19
1726,Games,0.57,1.36,False,
1727,Fintech,0.62,0.07,False,
1728,Retail,0.24,1.7,False,
1729,Retail,0.59,-0.71,False,
1730,Retail,0.13,-0.54,False,
1731,Retail,0.86,-0.31,True,10.64
1732,AI,0.22,-0.82,False,
1733,Fintech,1.39,1.16,False,
1734,Games,0.08,-2.77,False,
1735,Fintech,2.06,-0.5,False,
1736,Games,0.15,1.15,False,
1737,Fintech,0.21,-0.31,False,
1738,AI,0.69,1.07,True,4.08
1739,Health,0.89,2.2,False,
1740,Games,0.43,0.08,True,17.69
1741,Health,1.1,1.17,False,
1742,Games,0.29,2.42,True,24.49
1743,Health,0.39,0.4,True,13.76
1744,Retail,0.42,-0.05,True,7.45
1745,Games,0.35,0.9,False,
1746,Health,0.11,1.18,True,8.46
1747,Health,0.53,-0.04,False,
1748,Health,0.49,-0.48,True,8.3
1749,AI,1.28,1.72,False,
1750,Games,0.19,-0.27,True,17.97
1751,Fintech,0.32,1.19,False,
1752,Retail,1.42,0.26,True,19.5
1753,Retail,0.68,1.83,True,22.38
1754,Health,0.84,-0.85,True,8.24
1755,Retail,0.78,-0.85,False,
1756,Games,0.78,0.85,False,
1757,AI,2.32,-1.13,True,29.43
1758,Games,0.58,0.12,False,
1759,Retail,0.24,1.55,False,
1760,AI,0.9,-1.78,False,
1761,Fintech,0.34,0.4,True,11.47
1762,Games,0.49,1.21,False,
1763,Health,0.73,-0.03,False,
1764,Games,0.28,-0.93,False,
1765,Games,0.36,-0.26,False,
1766,Retail,0.79,-0.84,True,19.08
1767,AI,0.35,0.07,False,
1768,Health,1.18,-0.28,False,
1769,Retail,0.25,-0.51,False,
1770,Fintech,0.24,0.47,False,
1771,Health,2.48,1.58,False,
1772,AI,0.16,0.33,False,
1773,Fintech,0.53,1.34,False,
1774,Health,2.38,1.58,True,6.83
1775,Fintech,0.53,-0.59,False,
1776,Games,1.59,0.27,False,
1777,Games,0.91,-0.42,False,
1778,Retail,0.54,-1.48,False,
1779,Retail,0.49,0.36,False,
1780,Fintech,0.1,-1.05,False,
1781,AI,0.42,0.48,True,11.5
1782,Retail,0.65,-1.56,False,
1783,Fintech,0.65,0.17,False,
1784,Fintech,3.89,-1.57,True,59.73
1785,AI,0.68,0.67,True,12.64
1786,Games,0.89,-0.39,True,9.66
1787,Fintech,1.37,-0.49,False,
1788,AI,0.83,1.13,True,14.9
1789,Health,0.5,-0.32,False,
1790,Retail,0.51,0.11,False,
1791,Fintech,0.41,-0.2,False,
1792,Games,0.77,0.51,True,9.32
1793,Health,0.47,1.04,False,
1794,Health,0.89,0.84,False,
1795,Fintech,0.24,-0.47,False,
1796,AI,0.61,1.21,True,30.95
1797,Fintech,1.87,-0.92,False,
1798,Retail,0.45,-0.74,False,
1799,AI,2.36,-0.13,False,
1800,Retail,0.62,1.05,False,
1801,AI,0.52,-1.17,False,
1802,Fintech,0.59,0.89,False,
1803,Games,0.42,-0.05,True,26.16
1804,Retail,0.11,-0.43,False,
1805,AI,1.09,1.1,False,
1806,AI,3.12,-0.8,False,
1807,Games,0.79,2.29,True,25.11
1808,Fintech,0.83,-0.18,False,
1809,Games,0.47,0.15,False,
1810,Retail,1.36,1.54,False,
1811,AI,0.52,0.18,False,
1812,Retail,0.67,1.19,False,
1813,AI,0.15,-1.95,False,
1814,Retail,0.35,-0.44,False,
1815,Retail,0.72,0.4,False,
1816,Games,1.12,1.08,True,43.31
1817,Retail,1.14,0.77,False,
1818,Retail,0.15,0.68,False,
1819,AI,0.17,1.06,False,
1820,AI,0.86,0.48,False,
1821,AI,0.3,-2.14,False,
1822,Health,1.11,1.44,False,
1823,Games,0.15,-0.84,False,
1824,Health,0.5,0.31,False,
1825,Games,0.53,0.18,False,
1826,Health,0.79,0.05,False,
1827,AI,0.24,-1.11,False,
1828,Fintech,0.11,-1.94,False,
1829,Retail,0.62,-1.0,True,6.7
1830,Fintech,0.82,0.83,False,
1831,Fintech,1.21,-1.45,False,
1832,AI,0.41,-0.88,False,
1833,Retail,1.01,0.42,False,
1834,Fintech,0.8,-1.03,False,
1835,Games,1.56,-0.54,True,34.09
1836,AI,0.52,0.08,True,4.48
1837,AI,0.14,0.28,False,
1838,Games,0.51,-1.05,False,
1839,Games,0.58,0.14,False,
1840,Games,0.82,0.4,False,
1841,Fintech,0.16,-1.27,False,
1842,Retail,0.42,0.21,False,
1843,Health,1.08,-0.72,False,
1844,Retail,0.5,0.12,False,
1845,AI,0.42,0.72,False,
1846,Health,2.48,-0.18,False,
1847,Fintech,0.23,0.91,False,
1848,Retail,1.45,0.79,True,38.71
1849,Games,1.22,0.91,False,
1850,Health,0.45,0.4,False,
1851,AI,0.53,1.1,False,
1852,AI,0.52,0.39,True,20.72
1853,AI,0.63,-1.67,False,
1854,Retail,0.34,-0.79,False,
1855,Fintech,0.38,-0.21,False,
1856,AI,0.41,-0.09,False,
1857,Fintech,0.42,0.36,True,14.22
1858,AI,0.42,-0.81,False,
1859,Retail,0.09,2.01,False,
1860,Fintech,0.58,-0.1,False,
1861,Retail,0.35,-0.01,False,
1862,Games,0.12,-0.67,True,28.01
1863,Health,0.41,-1.0,False,
1864,Health,0.4,-0.13,False,
1865,Games,1.5,0.03,False,
1866,Games,0.35,-0.09,True,32.68
1867,AI,0.92,1.66,False,
1868,Retail,1.63,-0.13,True,48.69
1869,Fintech,0.33,-0.09,True,8.83
1870,Fintech,0.52,0.82,False,
1871,Health,2.15,-0.17,True,14.74
1872,Games,0.65,0.54,True,7.67
1873,Fintech,0.73,-1.28,False,
1874,Fintech,0.39,-1.27,False,
1875,AI,0.94,0.12,False,
1876,Health,0.52,-0.23,False,
1877,AI,0.12,-0.81,False,
1878,Retail,0.41,0.12,True,5.14
1879,Fintech,0.21,0.21,False,
1880,Retail,0.59,-0.71,False,
1881,Games,0.26,-0.52,True,14.48
1882,Retail,0.79,0.22,False,
1883,Retail,0.56,-1.02,False,
1884,Fintech,0.2,-0.6,True,10.22
1885,Health,0.36,0.53,False,
1886,AI,0.89,-0.02,False,
1887,AI,1.35,-0.48,False,
1888,Fintech,0.26,-0.9,False,
1889,Games,0.22,-1.01,False,
1890,Retail,2.57,-0.13,False,
1891,Fintech,0.54,2.03,False,
1892,Games,0.58,0.57,False,
1893,Fintech,0.3,-1.33,False,
1894,AI,0.64,0.71,False,
1895,AI,2.13,-0.76,True,33.28
1896,Games,0.66,-0.0,True,35.94
1897,Health,1.27,-0.59,True,9.48
1898,Fintech,0.55,2.02,False,
1899,AI,0.24,-1.13,False,
1900,Health,0.31,0.31,False,
1901,Retail,0.22,-0.69,False,
1902,AI,0.64,0.74,False,
1903,Games,1.44,0.29,True,8.51
1904,Games,0.61,1.25,True,10.68
1905,Health,0.42,0.72,False,
1906,AI,0.29,-0.69,False,
1907,Retail,0.72,2.92,True,8.49
1908,Health,0.2,0.56,False,
1909,Fintech,0.22,-0.55,False,
1910,Retail,1.11,0.21,False,
1911,Retail,0.43,0.63,False,
1912,Games,0.43,0.59,False,
1913,Retail,0.47,0.5,True,23.08
1914,AI,0.97,0.97,False,
1915,Retail,0.62,0.87,False,
1916,Fintech,0.3,-0.85,True,10.56
1917,Retail,0.31,2.11,False,
1918,Fintech,0.46,1.97,False,
1919,AI,0.69,0.8,True,53.62
1920,Health,0.53,0.04,False,
1921,Retail,0.49,0.06,True,13.7
1922,Health,0.56,-0.32,False,
1923,Retail,0.52,-0.19,False,
1924,AI,0.29,-2.19,False,
1925,AI,1.31,1.53,True,52.53
1926,Health,0.37,1.18,False,
1927,Fintech,0.6,-1.68,False,
1928,Games,0.1,0.89,False,
1929,Retail,0.45,-0.01,False,
1930,Games,0.22,-0.2,True,4.6
1931,Health,0.25,0.49,False,
1932,Health,3.75,-1.74,False,
1933,Retail,0.66,-0.01,False,
1934,Games,1.44,0.08,False,
1935,Retail,1.07,0.08,False,
1936,Fintech,1.19,-1.37,False,
1937,Games,0.46,0.45,False,
1938,AI,1.95,1.06,True,8.56
1939,Games,1.06,0.41,True,20.3
1940,Retail,0.56,-0.23,False,
1941,Retail,0.67,2.69,False,
1942,AI,0.48,-0.92,False,
1943,Retail,0.56,0.77,True,20.28
1944,AI,0.52,0.24,True,2.33
1945,Health,0.73,2.01,False,
1946,Games,2.17,0.39,False,
1947,Health,0.21,0.6,True,22.25
1948,Fintech,1.35,0.51,True,8.52
1949,Games,0.4,-1.06,False,
1950,Games,1.49,-0.87,True,14.01
1951,Games,0.41,-0.28,False,
1952,Health,0.75,0.96,False,
1953,Games,0.48,0.23,True,7.43
1954,Health,0.14,-0.21,False,
1955,AI,2.17,1.37,True,37.84
1956,Health,0.25,-1.98,False,
1957,Games,0.58,-1.3,False,
1958,Fintech,0.23,-2.5,False,
1959,AI,0.19,1.21,True,19.46
1960,Retail,0.46,-0.1,True,6.83
1961,Retail,0.34,0.97,True,23.25
1962,Games,0.21,-0.11,False,
1963,Retail,0.53,1.02,False,
1964,Retail,0.17,-0.13,False,
1965,Health,0.6,0.41,True,13.28
1966,Fintech,0.49,0.26,False,
1967,Games,0.07,0.34,False,
1968,Retail,0.36,1.68,True,13.98
1969,Games,0.79,-1.62,False,
1970,AI,0.23,-0.07,False,
1971,Retail,0.81,0.2,False,
1972,Retail,0.76,0.05,False,
1973,Health,0.24,-0.4,True,14.55
1974,Retail,0.54,-0.53,False,
1975,Games,1.05,1.53,False,
1976,Retail,0.27,-0.07,False,
1977,Retail,0.46,2.44,False,
1978,AI,1.36,0.53,True,13.62
1979,Retail,0.27,-0.29,False,
1980,Fintech,0.78,0.55,False,
1981,Retail,0.23,0.11,False,
1982,Retail,0.48,1.34,False,
1983,Retail,0.77,-1.17,False,
1984,Retail,0.08,-1.8,False,
1985,Retail,0.35,0.36,False,
1986,Fintech,0.76,0.84,True,11.79
1987,Health,0.65,0.29,False,
1988,AI,0.36,0.67,False,
1989,Retail,0.22,0.53,False,
1990,Games,0.89,-1.48,False,
1991,Games,0.42,0.28,False,
1992,Fintech,0.84,1.32,True,39.48
1993,Games,0.73,0.17,False,
1994,Health,0.38,-1.31,False,
1995,Retail,1.27,-0.33,False,
1996,Retail,0.34,0.56,False,
1997,Health,1.4,1.8,False,
1998,Retail,1.56,-1.96,False,
1999,AI,1.25,0.36,True,29.83
2000,AI,0.47,-0.93,False,
2001,Games,4.15,0.51,False,
2002,Games,0.61,0.59,False,
2003,AI,0.66,-0.23,False,
2004,Fintech,0.53,0.63,False,
2005,Health,0.22,1.14,True,15.93
2006,AI,1.52,-0.16,False,
2007,Health,0.34,-1.34,False,
2008,Health,1.13,1.43,True,10.94
2009,Retail,1.37,0.83,False,
2010,Fintech,0.88,0.56,True,5.25
2011,AI,0.31,-0.69,False,
2012,AI,0.41,0.99,True,10.7
2013,AI,0.06,2.04,True,12.53
2014,Retail,0.49,-0.12,False,
2015,Health,1.03,0.09,False,
2016,AI,0.45,-1.07,True,18.21
2017,Retail,0.34,-0.72,False,
2018,Retail,0.43,-1.07,False,
2019,AI,1.43,0.13,False,
2020,Fintech,0.52,-0.34,False,
2021,Retail,2.39,0.37,True,39.6
2022,Games,0.34,-0.89,False,
2023,Retail,0.64,-0.17,False,
2024,AI,0.38,-0.95,False,
2025,Retail,2.84,0.19,False,
2026,AI,0.62,-1.63,False,
2027,Fintech,2.97,0.15,True,40.9
2028,Retail,0.39,-0.28,False,
2029,Games,1.83,0.18,False,
2030,AI,0.59,-1.65,False,
2031,Fintech,1.06,0.65,True,7.38
2032,Retail,0.2,-0.3,False,
2033,AI,0.71,0.22,True,3.97
2034,Fintech,0.23,-1.87,False,
2035,AI,0.66,-1.24,False,
2036,AI,0.16,-0.39,False,
2037,Retail,0.5,1.38,True,17.91
2038,AI,1.3,0.53,True,23.89
2039,Health,0.84,0.13,False,
2040,Games,0.2,-0.92,False,
2041,AI,0.12,-1.11,False,
2042,Games,0.8,0.28,False,
2043,Fintech,1.91,0.7,False,
2044,Retail,0.25,0.21,True,4.42
2045,Retail,2.89,1.71,True,47.78
2046,Retail,0.54,-0.68,False,
2047,Fintech,0.11,0.18,False,
2048,Retail,0.16,-1.69,False,
2049,Games,1.0,0.21,False,
2050,Fintech,0.6,1.47,False,
2051,AI,1.77,-1.04,False,
2052,AI,0.21,0.84,False,
2053,Fintech,0.59,1.44,False,
2054,Fintech,0.54,-0.69,False,
2055,Retail,0.48,0.47,False,
2056,Retail,0.4,1.58,False,
2057,AI,0.4,0.23,False,
2058,Retail,0.62,0.79,False,
2059,Games,0.69,-1.77,False,
2060,Health,0.66,0.6,True,9.7
2061,Retail,1.42,0.52,False,
2062,Games,0.21,-1.33,False,
2063,Games,0.13,-0.96,True,27.36
2064,Fintech,1.22,0.6,False,
2065,Fintech,0.25,-0.3,False,
2066,Retail,0.4,1.11,True,12.79
2067,Fintech,0.33,0.31,False,
2068,AI,0.33,0.06,False,
2069,Fintech,0.17,-0.17,False,
2070,Health,0.34,0.29,False,
2071,Fintech,0.91,0.8,False,
2072,Retail,0.54,0.53,True,56.28
2073,Health,0.81,-0.42,False,
2074,Retail,0.36,1.24,False,
2075,Games,1.11,0.66,False,
2076,Health,0.36,0.39,False,
2077,AI,0.1,0.09,True,4.83
2078,Fintech,0.7,0.5,False,
2079,Retail,1.0,-1.83,False,
2080,Retail,0.35,0.24,False,
2081,Health,1.41,1.64,False,
2082,Retail,0.27,0.22,True,14.83
2083,Retail,0.92,0.08,True,14.19
2084,AI,2.18,-0.6,True,48.31
2085,Games,0.56,0.49,True,18.03
2086,Retail,0.45,-0.2,True,9.77
2087,Retail,0.5,1.31,True,16.08
2088,AI,1.99,-0.86,True,76.05
2089,Fintech,0.75,-0.45,True,23.28
2090,Health,3.0,-0.6,True,16.08
2091,Fintech,0.68,1.83,False,
2092,AI,0.32,-0.19,True,19.54
2093,Games,0.34,-0.55,False,
2094,Health,0.57,-2.09,True,10.26
2095,AI,0.11,-0.91,True,13.57
2096,Games,0.37,0.53,False,
2097,AI,0.38,0.52,False,
2098,Fintech,0.65,-0.65,False,
2099,Retail,2.55,-0.6,False,
2100,Retail,0.56,1.86,True,14.74
2101,Fintech,0.12,2.7,True,17.44
2102,Retail,0.26,1.15,False,
2103,Retail,0.67,1.56,True,3.4
2104,Games,0.58,1.77,False,
2105,Retail,1.98,2.21,False,
2106,Fintech,1.16,-0.3,False,
2107,AI,1.14,-0.88,False,
2108,Retail,0.45,1.83,True,8.11
2109,Health,1.3,-0.96,False,
2110,Fintech,0.26,-1.03,False,
2111,AI,1.17,-1.01,False,
2112,AI,0.43,-0.13,False,
2113,AI,0.17,-1.98,False,
2114,AI,0.87,-1.43,True,26.41
2115,Retail,1.65,-0.62,False,
2116,Fintech,0.39,-1.2,False,
2117,Retail,1.89,1.06,False,
2118,AI,0.14,0.01,False,
2119,Fintech,0.21,0.58,False,
2120,Retail,0.48,0.47,False,
2121,AI,0.4,-0.21,False,
2122,Fintech,0.32,0.99,False,
2123,Retail,0.6,0.45,False,
2124,AI,0.35,-0.32,False,
2125,AI,0.41,-1.68,False,
2126,Retail,0.68,0.52,False,
2127,Health,0.32,-1.26,False,
2128,Games,0.5,0.38,False,
2129,AI,0.32,0.08,False,
2130,Fintech,0.21,-1.36,False,
2131,Health,1.0,0.26,False,
2132,Games,2.12,0.19,True,23.81
2133,Fintech,1.27,0.19,False,
2134,Retail,0.7,0.15,True,15.46
2135,Retail,0.32,-0.65,False,
2136,Health,0.43,0.59,False,
2137,Health,1.26,-0.69,False,
2138,Games,0.09,-1.07,False,
2139,Games,0.4,0.67,False,
2140,AI,0.97,0.94,True,42.84
2141,Retail,0.22,0.61,False,
2142,Health,0.76,-0.21,False,
2143,Retail,0.73,-1.94,False,
2144,Retail,0.17,1.48,False,
2145,AI,0.58,-1.96,False,
2146,Fintech,0.33,0.59,True,6.07
2147,Health,0.75,2.11,True,28.12
2148,Health,0.92,0.15,False,
2149,Retail,0.74,0.29,False,
2150,AI,0.57,0.38,False,
2151,Games,0.68,0.2,True,13.04
2152,Retail,0.21,2.35,True,4.87
2153,Retail,0.53,-0.84,False,
2154,AI,0.29,-0.97,False,
2155,Retail,1.23,-0.33,False,
2156,AI,0.93,1.74,True,16.66
2157,Health,0.93,-0.58,True,37.46
2158,Fintech,2.13,0.43,True,7.46
2159,Games,0.41,1.07,False,
2160,AI,0.35,0.78,False,
2161,Fintech,0.41,1.02,True,40.27
2162,Fintech,0.15,1.42,False,
2163,Retail,0.16,0.31,False,
2164,Games,0.89,-0.46,False,
2165,Games,0.18,0.15,False,
2166,Games,0.23,-0.34,False,
2167,Fintech,0.5,2.52,True,19.61
2168,AI,0.39,-0.53,False,
2169,AI,1.1,0.48,True,12.85
2170,Health,0.57,-1.5,False,
2171,Retail,0.29,0.13,False,
2172,Fintech,1.18,-0.29,False,
2173,Games,0.97,0.68,True,38.95
2174,Retail,0.17,0.7,False,
2175,Retail,0.66,1.42,False,
2176,Fintech,0.3,1.34,False,
2177,Retail,0.3,-0.07,False,
2178,Games,2.41,-0.94,False,
2179,Health,0.6,-0.83,False,
2180,Retail,0.45,0.3,False,
2181,Fintech,0.58,0.16,False,
2182,Retail,1.09,0.26,False,
2183,Games,0.31,-0.54,False,
2184,Retail,0.35,1.44,False,
2185,Retail,0.91,-1.47,False,
2186,Games,0.16,-0.59,False,
2187,AI,1.19,-1.08,False,
2188,Fintech,0.15,-0.21,False,
2189,Retail,0.44,1.25,False,
2190,Games,0.15,-0.29,False,
2191,Retail,0.23,0.1,False,
2192,Fintech,1.53,0.66,False,
2193,Health,1.25,-0.34,False,
2194,Retail,1.36,0.38,False,
2195,Retail,0.17,0.25,True,30.91
2196,Fintech,0.23,-1.13,False,
2197,AI,0.71,-0.46,False,
2198,Retail,0.96,0.35,False,
2199,Retail,0.29,1.28,True,7.88
2200,Health,0.34,1.28,True,3.2
2201,Health,0.22,2.1,False,
2202,Fintech,2.04,0.49,False,
2203,Health,0.37,-0.41,False,
2204,AI,0.55,-0.06,False,
2205,Fintech,0.58,-0.11,False,
2206,Retail,1.31,-0.41,True,36.09
2207,Fintech,0.25,0.38,False,
2208,Retail,1.38,0.43,False,
2209,Health,0.19,-1.17,False,
2210,AI,1.37,1.09,True,4.49
2211,Fintech,0.14,-1.84,False,
2212,AI,0.5,-0.22,False,
2213,Games,1.98,1.15,False,
2214,Retail,0.94,0.61,False,
2215,Retail,0.76,-0.36,False,
2216,Retail,0.23,1.97,False,
2217,Retail,0.3,-0.44,False,
2218,Retail,1.58,-2.0,False,
2219,Health,0.79,0.45,True,18.7
2220,Games,1.1,-1.78,False,
2221,Health,0.57,-0.83,False,
2222,AI,0.43,0.62,False,
2223,Games,1.0,-0.46,False,
2224,Games,0.66,0.58,True,11.97
2225,Fintech,0.47,-1.16,True,51.1
2226,Retail,0.17,0.86,False,
2227,AI,1.16,-1.69,False,
2228,Games,0.77,1.32,False,
2229,Retail,0.33,-0.48,True,5.58
2230,Fintech,1.39,1.53,True,15.35
2231,Retail,0.66,-0.84,False,
2232,Retail,0.67,1.92,True,7.8
2233,Games,1.1,-0.96,False,
2234,Retail,0.92,-1.79,False,
2235,Games,0.68,0.04,False,
2236,Health,0.46,1.23,False,
2237,Games,2.64,0.79,True,38.67
2238,Health,0.3,1.16,True,7.65
2239,Fintech,0.98,0.81,False,
2240,AI,0.51,-0.82,False,
2241,Fintech,0.78,0.77,False,
2242,Retail,1.45,0.09,False,
2243,Retail,0.42,-0.71,False,
2244,Retail,0.87,0.18,False,
2245,Fintech,0.67,-0.06,True,19.01
2246,Health,0.32,1.42,True,31.39
2247,Health,1.48,-0.51,False,
2248,AI,0.95,-0.56,True,8.77
2249,Games,0.38,-0.7,False,
2250,Fintech,1.31,1.9,True,44.02
2251,Retail,0.28,-0.64,False,
2252,Fintech,0.53,1.3,False,
2253,Retail,0.38,-1.03,False,
2254,Retail,0.99,0.51,True,7.68
2255,Games,0.37,0.26,True,18.8
2256,Fintech,0.99,1.23,False,
2257,Fintech,0.87,1.09,True,30.31
2258,Retail,0.4,0.08,False,
2259,AI,2.34,-0.54,True,38.6
2260,AI,0.3,1.62,False,
2261,Retail,0.18,-0.64,False,
2262,Retail,1.07,-2.27,False,
