customer_id,signup_date,age,tenure_months,plan,support_tickets,last_login_days_ago,refund_after_churn,churned
C00948,2021-05-19,68.0,35.9,basic,1,23,False,False
C00949,2021-02-25,67.0,34.2,free,1,24,False,False
C00950,2023-01-25,61.0,3.2,free,3,15,False,False
C00951,2023-03-15,26.0,14.4,basic,1,24,False,False
C00952,2020-12-09,22.0,1.7,free,1,7,False,False
C00953,2021-07-01,41.0,4.5,basic,0,2,False,False
C00954,2023-01-02,39.0,2.2,free,1,27,False,False
C00955,2022-11-19,46.0,18.7,free,2,18,False,False
C00956,2021-03-19,29.0,26.4,basic,1,14,False,False
C00957,2021-09-23,63.0,5.2,basic,1,25,False,False
C00958,2020-01-04,47.0,8.8,free,1,18,False,False
C00959,2023-04-02,59.0,22.0,basic,0,12,False,False
C00960,2020-06-26,32.0,41.8,pro,1,1,False,False
C00961,2022-05-10,32.0,21.0,free,1,24,False,False
C00962,2021-08-03,33.0,6.2,free,0,8,False,False
C00963,2021-11-17,29.0,0.9,free,3,23,False,False
C00964,2021-04-10,30.0,17.9,free,0,93,False,True
C00965,2023-11-19,42.0,13.7,basic,0,17,False,False
C00966,2022-07-25,49.0,16.3,free,3,146,False,True
C00967,2022-03-11,62.0,19.6,free,2,28,True,True
C00968,2020-09-09,47.0,21.7,basic,1,10,False,False
C00969,2023-07-04,19.0,7.7,free,0,39,False,True
C00970,2020-12-25,51.0,3.5,free,2,154,False,True
C00971,2022-01-04,18.0,35.7,free,3,23,False,False
C00972,2022-03-05,28.0,26.1,basic,2,26,False,False
C00973,2021-07-07,40.0,16.0,pro,1,15,False,False
C00974,2023-05-16,69.0,2.4,basic,1,24,False,False
C00975,2021-01-09,42.0,17.7,basic,1,0,False,False
C00976,2022-08-20,63.0,0.2,basic,0,28,False,False
C00977,2023-10-16,58.0,6.0,basic,0,13,False,False
C00978,2023-02-20,35.0,33.8,pro,1,7,False,False
C00979,2021-09-02,59.0,2.8,free,1,20,False,False
C00980,2022-01-19,56.0,45.6,free,2,26,False,False
C00981,2024-01-20,68.0,0.4,free,4,20,False,False
C00982,2021-02-01,74.0,14.0,basic,0,9,False,False
C00983,2023-08-30,,12.3,free,2,138,False,True
C00984,2022-04-15,40.0,18.6,basic,1,20,False,False
C00985,2023-10-30,36.0,3.6,free,0,14,False,False
C00986,2021-03-21,44.0,24.8,pro,3,2,False,False
C00987,2023-07-28,,0.4,basic,1,20,False,False
C00988,2023-12-22,19.0,11.7,free,1,27,False,False
C00989,2020-08-12,65.0,16.9,free,0,23,False,False
C00990,2021-03-19,68.0,31.2,free,0,0,False,False
C00991,2021-04-25,72.0,0.3,free,3,38,False,True
C00992,2022-09-17,51.0,20.8,free,3,36,False,True
C00993,2024-01-20,61.0,15.2,free,0,6,False,False
C00994,2021-07-22,67.0,21.5,basic,1,26,False,False
C00995,2021-05-10,48.0,54.3,basic,0,16,False,False
C00996,2022-05-20,32.0,4.3,free,1,22,False,False
C00997,2020-06-19,23.0,9.8,pro,0,1,False,False
C00998,2020-03-22,24.0,42.4,basic,1,12,False,False
C00999,2021-04-09,27.0,14.5,free,0,27,False,False
C01000,2020-05-23,62.0,3.9,free,0,7,False,False
C01001,2020-08-02,42.0,1.7,pro,0,28,False,False
C01002,2020-12-07,28.0,31.6,basic,0,6,False,False
C01003,2020-03-30,,3.5,basic,3,15,False,False
C01004,2020-04-25,72.0,18.8,free,0,15,False,False
C01005,2021-11-11,70.0,16.4,free,1,179,False,True
C01006,2022-05-07,46.0,6.7,basic,0,21,False,False
C01007,2020-02-24,50.0,35.6,basic,0,0,False,False
C01008,2022-08-21,25.0,18.9,basic,0,27,False,False
C01009,2020-01-10,54.0,25.2,pro,1,7,False,False
C01010,2021-02-19,74.0,13.4,free,0,5,False,False
C01011,2022-06-20,20.0,9.0,free,1,15,False,False
C01012,2021-08-22,19.0,5.4,basic,0,28,False,False
C01013,2022-11-26,51.0,8.9,basic,1,7,False,False
C01014,2021-02-25,34.0,1.2,basic,0,15,False,False
C01015,2021-02-10,42.0,15.4,free,0,29,False,False
C01016,2023-11-11,70.0,8.8,free,1,15,False,False
C01017,2021-03-09,22.0,17.2,free,1,13,False,False
C01018,2023-04-14,48.0,0.6,pro,2,16,False,False
C01019,2021-01-08,44.0,60.6,free,2,10,False,False
C01020,2020-01-07,69.0,1.0,basic,1,0,False,False
C01021,2022-06-04,20.0,43.0,free,0,18,False,False
C01022,2022-03-02,66.0,9.7,basic,2,28,False,False
C01023,2022-05-27,73.0,16.3,pro,1,7,False,False
C01024,2021-10-17,74.0,25.2,basic,1,87,False,True
C01025,2020-10-29,32.0,17.3,pro,0,8,False,False
C01026,2022-04-09,47.0,4.2,basic,2,5,False,False
C01027,2023-02-18,60.0,16.3,free,1,28,False,False
C01028,2022-08-20,41.0,14.6,basic,1,18,False,False
C01029,2021-10-24,43.0,16.4,free,1,5,False,False
C01030,2020-10-01,34.0,6.7,pro,0,8,False,False
C01031,2022-08-07,71.0,16.6,basic,0,2,False,False
C01032,2020-01-05,23.0,0.8,pro,1,15,False,False
C01033,2022-04-06,20.0,22.2,free,1,24,False,False
C01034,2022-08-06,62.0,16.3,basic,1,15,False,False
C01035,2023-04-22,23.0,12.1,basic,1,28,False,False
C01036,2021-06-28,72.0,3.3,pro,1,23,False,False
C01037,2020-01-30,66.0,26.0,free,0,20,False,False
C01038,2020-08-16,49.0,16.3,basic,1,11,False,False
C01039,2020-09-28,43.0,16.3,free,1,12,False,False
C01040,2021-10-07,51.0,29.4,basic,2,12,False,False
C01041,2021-03-29,64.0,4.3,free,1,20,False,False
C01042,2021-02-26,44.0,6.8,free,0,11,False,False
C01043,2021-04-25,68.0,67.2,free,2,12,False,False
C01044,2020-10-11,51.0,0.8,free,1,18,False,False
C01045,2023-05-07,,19.7,basic,0,29,False,False
C01046,2024-01-26,23.0,2.2,basic,0,26,False,False
C01047,2021-10-09,71.0,2.6,free,3,135,True,True
C01048,2020-08-17,20.0,14.6,free,0,90,False,True
C01049,2023-05-13,43.0,1.3,basic,0,6,False,False
C01050,2022-04-02,23.0,2.8,basic,0,6,False,False
C01051,2020-01-23,,37.9,pro,1,14,False,False
C01052,2023-04-30,21.0,2.8,free,3,16,False,False
C01053,2020-10-01,,10.7,basic,1,23,False,False
C01054,2022-04-28,29.0,0.1,basic,0,10,False,False
C01055,2022-11-12,28.0,18.4,free,1,12,False,False
C01056,2024-01-04,57.0,5.5,free,0,2,False,False
C01057,2020-12-22,45.0,11.7,free,1,2,False,False
C01058,2020-04-14,67.0,11.3,free,1,28,False,False
C01059,2022-09-09,25.0,5.9,pro,0,24,False,False
C01060,2021-08-02,30.0,39.6,free,1,8,False,False
C01061,2021-12-09,65.0,0.4,free,2,10,False,False
C01062,2020-06-03,19.0,28.8,basic,0,14,False,False
C01063,2022-01-04,62.0,6.9,pro,0,24,False,False
C01064,2020-12-08,73.0,49.9,free,1,18,False,False
C01065,2023-07-07,62.0,21.6,basic,0,175,False,True
C01066,2023-09-17,27.0,32.7,free,2,123,True,True
C01067,2021-05-26,35.0,24.0,free,2,5,False,False
C01068,2022-08-05,62.0,33.4,free,2,5,False,False
C01069,2023-09-21,61.0,12.9,free,1,20,False,False
C01070,2021-09-20,70.0,8.7,basic,0,29,False,False
C01071,2020-04-24,34.0,16.4,free,0,8,False,False
C01072,2021-12-22,60.0,4.3,free,3,17,False,False
C01073,2022-11-05,18.0,29.1,basic,1,25,False,False
C01074,2023-03-02,23.0,8.8,pro,1,1,False,False
C01075,2020-10-01,47.0,26.2,free,2,21,False,False
C01076,2020-07-09,66.0,11.1,basic,0,12,False,False
C01077,2021-07-28,38.0,9.9,basic,4,23,False,False
C01078,2021-03-01,53.0,16.3,basic,1,0,False,False
C01079,2023-11-26,54.0,1.9,basic,0,16,False,False
C01080,2024-01-03,38.0,22.3,basic,0,6,False,False
C01081,2023-07-02,66.0,7.5,pro,1,8,False,False
C01082,2022-01-07,50.0,19.4,free,1,12,False,False
C01083,2023-08-26,74.0,10.1,basic,3,91,True,True
C01084,2022-12-12,67.0,79.4,pro,2,20,False,False
C01085,2021-11-06,33.0,14.2,free,1,15,False,False
C01086,2022-06-27,56.0,8.3,free,0,88,True,True
C01087,2020-07-24,31.0,17.8,pro,3,21,False,False
C01088,2020-10-22,62.0,45.7,free,1,4,False,False
C01089,2023-09-14,33.0,14.6,pro,0,0,False,False
C01090,2021-04-14,67.0,3.4,pro,0,14,False,False
C01091,2020-01-05,64.0,8.9,free,3,17,False,False
C01092,2023-10-22,31.0,26.0,free,2,20,False,False
C01093,2022-04-27,43.0,25.5,free,0,15,False,False
C01094,2022-08-02,59.0,9.9,free,3,62,True,True
C01095,2022-04-27,50.0,47.9,free,4,77,False,True
C01096,2022-04-09,59.0,11.5,free,1,159,False,True
C01097,2023-06-20,61.0,9.2,free,0,15,False,False
C01098,2020-05-15,63.0,0.3,free,2,171,False,True
C01099,2022-04-05,45.0,3.8,basic,1,15,False,True
C01100,2020-10-26,37.0,45.1,basic,0,6,False,False
C01101,2022-12-28,73.0,13.7,free,2,5,False,False
C01102,2020-10-31,66.0,15.4,free,1,82,False,True
C01103,2020-05-09,41.0,29.4,free,0,19,False,False
C01104,2020-06-26,25.0,9.5,free,0,19,False,False
C01105,2021-07-17,68.0,8.8,free,2,22,False,True
C01106,2022-09-13,61.0,12.4,pro,0,7,False,False
C01107,2021-07-23,32.0,20.5,pro,1,19,False,False
C01108,2023-06-01,26.0,5.7,basic,2,15,False,False
C01109,2022-10-18,25.0,18.9,basic,1,20,False,False
C01110,2023-05-13,23.0,4.7,basic,1,58,True,True
C01111,2023-09-02,,0.3,free,3,22,False,False
C01112,2022-01-01,64.0,44.0,free,1,22,False,False
C01113,2022-07-29,68.0,8.1,free,3,1,False,False
C01114,2024-01-20,40.0,36.5,free,1,0,False,False
C01115,2021-11-11,32.0,3.8,basic,1,16,False,False
C01116,2023-06-23,54.0,43.7,free,1,16,False,False
C01117,2022-12-10,54.0,30.0,basic,1,1,False,False
C01118,2020-11-25,53.0,3.5,pro,2,3,False,False
C01119,2023-12-12,33.0,2.1,basic,0,20,False,False
C01120,2022-01-03,52.0,5.1,free,2,39,False,True
C01121,2023-08-15,41.0,7.4,pro,1,114,False,True
C01122,2023-03-24,44.0,1.8,free,1,1,False,False
C01123,2022-08-15,25.0,2.0,pro,0,3,False,False
C01124,2021-02-05,61.0,13.6,free,4,171,True,True
C01125,2020-11-05,20.0,9.9,basic,3,122,True,True
C01126,2020-06-02,34.0,15.5,basic,1,1,False,False
C01127,2022-08-12,52.0,41.1,free,2,7,False,False
C01128,2021-12-12,58.0,10.1,basic,1,64,False,True
C01129,2021-05-06,50.0,27.5,free,0,10,False,False
C01130,2023-01-05,36.0,6.2,basic,0,1,False,False
C01131,2023-01-09,35.0,17.2,free,1,24,False,False
C01132,2021-01-05,25.0,4.6,basic,0,27,False,False
C01133,2021-01-08,20.0,15.4,basic,1,4,False,False
C01134,2023-09-24,28.0,3.1,free,1,9,False,False
C01135,2020-01-05,28.0,35.9,free,1,4,False,False
C01136,2023-07-22,40.0,6.6,free,0,26,False,False
C01137,2022-07-29,21.0,25.5,basic,0,7,False,False
C01138,2020-04-08,39.0,20.4,pro,1,15,False,False
C01139,2023-04-15,70.0,23.7,basic,1,16,False,False
C01140,2023-07-31,62.0,69.9,pro,1,15,False,False
C01141,2021-08-21,44.0,44.9,pro,0,15,False,False
C01142,2023-11-12,38.0,17.9,free,1,2,False,False
C01143,2023-03-15,38.0,19.5,free,1,21,False,False
C01144,2023-03-07,62.0,12.1,free,0,116,True,True
C01145,2020-11-10,56.0,2.8,pro,1,6,False,False
C01146,2022-01-16,22.0,20.3,pro,1,17,False,False
C01147,2021-09-24,46.0,23.0,free,2,14,False,False
C01148,2021-11-23,32.0,29.4,basic,0,6,False,False
C01149,2021-08-07,24.0,16.2,free,3,160,False,True
C01150,2023-02-15,74.0,14.7,free,0,5,False,False
C01151,2020-11-10,33.0,13.7,pro,0,8,False,False
C01152,2021-10-19,36.0,18.8,free,2,16,False,False
C01153,2021-08-17,59.0,28.4,free,1,15,False,False
C01154,2023-08-27,41.0,13.5,free,2,8,False,False
C01155,2020-10-09,64.0,0.3,basic,0,5,False,False
C01156,2021-10-11,42.0,0.6,pro,0,15,False,False
C01157,2020-08-09,52.0,2.3,free,1,0,False,False
C01158,2020-12-26,64.0,2.1,free,1,160,True,True
C01159,2020-04-04,59.0,7.6,free,0,12,False,False
C01160,2023-06-02,58.0,8.5,free,2,2,False,False
C01161,2021-11-18,24.0,5.3,basic,1,6,False,False
C01162,2023-07-06,26.0,27.5,free,0,29,False,False
C01163,2020-08-13,58.0,34.0,free,1,8,False,False
C01164,2022-05-31,,2.6,basic,1,0,False,False
C01165,2021-12-17,56.0,20.4,free,0,1,False,False
C01166,2022-12-18,36.0,2.1,pro,3,135,False,True
C01167,2020-11-11,55.0,15.4,basic,0,34,True,True
C01168,2024-01-09,69.0,25.7,pro,3,24,False,False
C01169,2023-06-05,22.0,7.5,pro,0,22,False,False
C01170,2022-08-31,67.0,1.6,basic,0,171,False,True
C01171,2021-12-06,33.0,4.3,free,4,11,False,False
C01172,2021-05-24,22.0,9.8,basic,3,20,False,False
C01173,2021-11-01,43.0,34.8,pro,3,16,False,False
C01174,2023-04-13,,12.1,basic,0,26,False,False
C01175,2021-11-22,63.0,5.3,free,1,19,False,False
C01176,2023-11-19,64.0,4.6,free,1,16,False,False
C01177,2023-01-06,23.0,32.8,pro,0,21,False,False
C01178,2021-08-04,60.0,31.8,basic,2,18,False,False
C01179,2023-12-20,25.0,27.1,pro,0,2,False,False
C01180,2023-01-13,52.0,6.0,basic,3,130,False,True
C01181,2023-01-03,26.0,24.1,free,1,8,False,False
C01182,2021-09-09,72.0,2.5,pro,1,4,False,False
C01183,2023-08-01,31.0,4.4,free,1,26,False,False
C01184,2021-03-29,22.0,37.1,free,0,22,False,False
C01185,2020-04-13,61.0,4.3,free,0,1,False,False
C01186,2021-04-21,66.0,33.5,free,1,15,False,False
C01187,2022-11-09,36.0,42.7,basic,1,29,False,False
C01188,2021-01-30,67.0,15.8,free,1,88,False,True
C01189,2023-05-01,65.0,37.3,free,0,9,False,False
C01190,2023-06-24,35.0,8.7,pro,0,22,False,False
C01191,2021-08-13,34.0,3.4,free,0,83,False,True
C01192,2023-06-29,19.0,40.1,free,0,7,False,False
C01193,2023-10-16,41.0,69.4,free,1,8,False,False
C01194,2022-03-25,68.0,9.2,pro,2,16,False,True
C01195,2021-03-30,40.0,1.0,pro,2,19,False,False
C01196,2021-02-14,52.0,21.3,free,4,24,False,False
C01197,2023-02-16,27.0,10.9,basic,0,25,False,False
C01198,2022-04-18,31.0,13.5,free,3,177,False,True
C01199,2020-02-06,21.0,27.4,basic,0,28,False,False
C01200,2021-03-26,72.0,13.7,free,4,20,False,False
C01201,2021-07-01,69.0,8.4,free,0,21,False,False
C01202,2020-12-02,38.0,2.9,pro,2,17,False,False
C01203,2023-11-29,67.0,1.9,basic,1,9,False,False
C01204,2020-09-16,37.0,5.5,free,2,0,False,False
C01205,2022-03-20,61.0,46.5,free,1,11,False,False
C01206,2021-10-31,60.0,10.2,free,2,80,False,True
C01207,2022-11-20,58.0,16.8,free,3,19,False,False
C01208,2021-07-10,47.0,24.5,basic,0,18,False,False
C01209,2020-07-20,57.0,1.3,basic,1,68,True,True
C01210,2022-01-10,65.0,2.9,free,0,21,False,False
C01211,2022-06-14,44.0,2.5,free,0,10,False,False
C01212,2023-06-29,56.0,34.0,free,1,8,False,False
C01213,2021-07-03,30.0,17.0,free,1,22,False,False
C01214,2021-10-21,32.0,49.0,basic,2,6,False,False
C01215,2023-06-22,69.0,35.0,basic,2,158,False,True
C01216,2022-04-27,18.0,59.0,free,2,9,False,False
C01217,2022-08-12,67.0,2.5,basic,1,20,False,False
C01218,2023-04-05,52.0,10.3,free,1,9,False,False
C01219,2020-06-29,70.0,3.1,pro,0,20,False,False
C01220,2023-06-06,66.0,57.5,free,0,17,False,False
C01221,2020-12-01,22.0,28.8,free,0,25,False,False
C01222,2020-02-28,50.0,10.2,free,0,21,False,True
C01223,2021-07-18,25.0,27.4,free,1,12,False,False
C01224,2023-07-08,61.0,37.7,basic,2,21,False,False
C01225,2024-02-05,74.0,18.6,pro,2,13,False,False
C01226,2022-11-28,28.0,48.3,free,2,5,False,False
C01227,2021-01-06,23.0,13.8,free,0,27,False,False
C01228,2022-10-13,48.0,0.5,free,1,25,False,False
C01229,2022-01-01,36.0,1.8,free,1,14,False,False
C01230,2020-11-16,65.0,9.8,free,1,15,True,True
C01231,2022-08-06,35.0,20.8,pro,2,16,False,False
C01232,2022-10-06,59.0,10.7,basic,1,66,False,True
C01233,2024-01-23,20.0,1.7,basic,1,9,False,False
C01234,2021-11-09,32.0,0.0,free,0,16,False,False
C01235,2023-07-04,47.0,14.5,free,1,128,False,True
C01236,2023-12-03,,46.4,free,1,6,False,False
C01237,2023-08-10,63.0,7.2,free,4,8,False,False
C01238,2020-06-22,53.0,17.3,free,1,9,False,False
C01239,2023-12-07,35.0,7.6,basic,1,148,False,True
C01240,2023-09-11,20.0,45.3,basic,0,21,False,False
C01241,2020-02-21,44.0,13.4,free,1,14,False,False
C01242,2023-07-25,23.0,33.6,basic,0,5,False,False
C01243,2022-09-05,24.0,14.6,free,2,24,False,False
C01244,2020-05-20,48.0,43.4,basic,0,137,False,True
C01245,2020-06-21,66.0,44.7,free,2,29,False,False
C01246,2020-05-26,19.0,13.0,free,0,20,False,False
C01247,2023-06-08,60.0,10.7,basic,1,7,False,False
C01248,2020-11-17,20.0,97.4,free,0,29,False,False
C01249,2023-12-22,32.0,0.6,free,2,26,False,False
C01250,2020-01-03,24.0,3.5,free,0,27,False,False
C01251,2023-11-02,21.0,3.4,basic,2,12,False,False
C01252,2020-12-15,27.0,19.3,basic,2,17,False,False
C01253,2023-05-19,37.0,12.2,free,2,0,False,False
C01254,2023-04-14,41.0,14.0,basic,0,19,False,False
C01255,2020-04-17,33.0,69.1,free,3,11,False,False
C01256,2023-04-10,55.0,7.1,basic,1,28,False,False
C01257,2023-01-13,50.0,31.6,free,0,6,False,False
C01258,2020-06-22,19.0,13.4,basic,1,11,False,False
C01259,2021-08-11,73.0,1.8,basic,0,105,True,True
C01260,2023-10-07,31.0,81.8,basic,2,29,False,False
C01261,2023-10-06,21.0,7.1,free,1,4,False,False
C01262,2023-12-18,57.0,71.0,free,0,4,False,False
C01263,2023-12-29,70.0,4.8,pro,1,4,False,False
C01264,2020-10-06,44.0,9.6,basic,0,15,False,False
C01265,2021-01-12,52.0,17.7,basic,2,11,False,False
C01266,2022-06-24,18.0,14.4,free,2,29,False,False
C01267,2021-05-30,,4.4,basic,0,21,False,False
C01268,2020-06-27,36.0,3.3,free,2,68,False,True
C01269,2022-11-29,26.0,11.0,basic,0,171,False,True
C01270,2022-01-30,68.0,11.6,basic,1,20,False,False
C01271,2022-10-22,20.0,2.8,free,0,24,False,False
C01272,2022-03-10,20.0,6.7,free,0,3,False,False
C01273,2020-03-13,51.0,16.4,basic,1,17,False,False
C01274,2020-09-16,45.0,61.1,basic,3,27,False,False
C01275,2023-08-07,44.0,8.2,basic,1,26,False,False
C01276,2023-06-23,18.0,10.2,basic,0,25,False,False
C01277,2020-07-27,55.0,4.8,free,0,16,False,False
C01278,2021-03-06,44.0,21.9,free,1,133,True,True
C01279,2024-01-01,67.0,41.9,basic,1,9,False,False
C01280,2020-05-27,35.0,29.2,free,1,29,False,False
C01281,2021-03-13,52.0,8.7,basic,4,25,False,False
C01282,2021-12-21,,10.5,free,2,15,False,False
C01283,2021-08-28,67.0,29.7,pro,0,22,False,False
C01284,2020-08-05,51.0,18.0,free,3,121,True,True
C01285,2022-10-01,63.0,15.7,pro,1,21,False,False
C01286,2022-08-25,29.0,54.3,pro,0,20,False,False
C01287,2023-05-12,41.0,0.0,free,0,105,False,True
C01288,2021-10-25,70.0,20.0,basic,1,18,False,False
C01289,2021-03-26,73.0,1.2,free,0,131,True,True
C01290,2023-03-10,56.0,8.7,free,1,22,False,True
C01291,2021-11-05,38.0,5.8,free,2,12,False,False
C01292,2022-09-03,34.0,24.0,basic,5,2,False,False
C01293,2022-08-08,39.0,44.8,basic,3,2,False,False
C01294,2020-11-01,48.0,8.3,free,2,18,False,False
C01295,2022-05-23,39.0,0.2,free,1,135,False,True
C01296,2022-09-22,43.0,14.1,free,0,14,False,False
C01297,2022-10-12,53.0,12.6,basic,2,29,False,False
C01298,2020-12-20,20.0,30.2,free,2,28,False,False
C01299,2022-03-08,39.0,17.5,free,2,12,False,False
C01300,2021-09-08,26.0,1.8,free,1,3,False,False
C01301,2022-04-29,58.0,1.6,free,1,4,False,False
C01302,2022-09-28,55.0,3.0,free,2,153,True,True
C01303,2022-05-12,28.0,42.6,free,2,28,False,False
C01304,2023-11-12,34.0,14.0,basic,0,21,False,True
C01305,2023-05-17,63.0,8.4,free,0,58,False,True
C01306,2022-08-23,43.0,12.7,basic,1,27,False,False
C01307,2020-01-07,39.0,5.1,free,3,24,False,False
C01308,2020-11-22,34.0,8.0,free,1,29,False,False
C01309,2022-12-17,54.0,38.1,pro,2,151,False,True
C01310,2021-03-27,31.0,99.5,basic,2,27,False,False
C01311,2023-06-14,64.0,60.8,free,1,5,False,False
C01312,2020-09-29,18.0,13.5,basic,0,22,False,False
C01313,2023-10-06,51.0,2.7,basic,1,13,False,False
C01314,2021-09-25,57.0,7.9,free,2,81,False,True
C01315,2020-07-09,20.0,47.3,basic,1,27,False,False
C01316,2023-05-31,70.0,0.7,pro,1,153,False,True
C01317,2022-01-09,32.0,16.9,basic,0,18,False,False
C01318,2021-10-02,31.0,26.1,free,0,27,False,False
C01319,2020-08-31,35.0,8.5,free,2,25,False,False
C01320,2022-12-27,28.0,27.3,free,3,13,False,False
C01321,2020-09-14,43.0,4.3,basic,0,25,False,False
C01322,2021-09-19,70.0,6.5,free,1,49,False,True
C01323,2020-04-18,62.0,19.8,free,2,15,False,False
C01324,2020-01-31,60.0,45.7,basic,2,17,False,False
C01325,2020-10-31,40.0,22.7,pro,0,25,False,False
C01326,2020-11-01,33.0,50.9,basic,1,17,False,False
C01327,2023-06-06,57.0,6.7,basic,0,8,False,False
C01328,2022-05-30,63.0,17.5,free,3,84,False,True
C01329,2023-08-23,67.0,9.3,free,1,24,True,True
C01330,2022-03-31,26.0,28.8,free,0,150,False,True
C01331,2023-01-06,63.0,8.7,free,0,8,False,False
C01332,2021-08-25,30.0,2.4,free,3,79,False,True
C01333,2020-04-14,67.0,41.7,free,2,1,False,False
C01334,2020-12-16,64.0,0.3,free,0,24,False,False
C01335,2022-06-28,50.0,6.9,basic,2,40,False,True
C01336,2022-03-24,31.0,14.9,free,2,8,False,False
C01337,2020-07-01,25.0,5.6,pro,2,4,False,False
C01338,2021-09-05,20.0,1.0,basic,1,21,False,False
C01339,2020-04-13,26.0,46.1,free,1,27,False,False
C01340,2023-08-18,18.0,3.2,free,1,54,True,True
C01341,2022-03-15,26.0,20.3,free,1,15,False,False
C01342,2022-06-20,,12.2,free,3,156,False,True
C01343,2024-01-19,37.0,17.4,free,0,13,False,False
C01344,2021-03-15,53.0,21.4,pro,0,10,False,False
C01345,2023-03-06,26.0,4.6,free,0,0,False,False
C01346,2023-04-29,72.0,11.6,free,0,26,False,False
C01347,2023-12-26,69.0,17.0,pro,1,51,True,True
C01348,2022-10-07,63.0,12.4,free,2,161,False,True
C01349,2024-01-06,58.0,4.2,free,2,109,False,True
C01350,2023-04-19,64.0,41.9,pro,1,7,False,False
C01351,2021-01-10,29.0,39.1,free,1,12,False,False
C01352,2021-09-25,50.0,24.0,pro,1,21,False,False
C01353,2022-06-14,48.0,13.5,basic,0,13,False,False
C01354,2022-05-09,27.0,5.8,free,0,0,False,False
C01355,2021-02-09,44.0,3.5,free,0,2,False,False
C01356,2023-12-22,50.0,11.7,basic,0,10,False,False
C01357,2022-08-06,25.0,1.9,basic,0,27,False,False
C01358,2023-04-05,29.0,31.0,basic,0,18,False,False
C01359,2022-11-03,42.0,4.1,free,2,33,False,True
C01360,2022-08-19,55.0,30.7,free,0,2,False,False
C01361,2023-05-23,56.0,10.7,free,2,163,True,True
C01362,2020-10-13,50.0,12.6,free,0,12,False,False
C01363,2021-10-27,,2.5,pro,1,3,False,False
C01364,2021-06-27,42.0,9.6,free,0,17,False,False
C01365,2020-09-03,51.0,67.0,free,4,24,False,False
C01366,2022-08-22,55.0,20.6,pro,1,22,False,False
C01367,2021-07-25,,0.1,basic,1,1,False,False
C01368,2023-11-18,59.0,6.3,free,0,5,False,False
C01369,2022-12-09,61.0,32.4,free,1,5,False,False
C01370,2023-07-29,20.0,23.4,basic,0,19,False,False
C01371,2022-06-06,63.0,14.9,free,2,172,False,True
C01372,2021-12-31,71.0,36.3,free,0,29,False,False
C01373,2023-07-14,43.0,78.0,free,0,23,False,False
C01374,2021-04-03,30.0,0.6,free,0,26,False,False
C01375,2020-10-11,48.0,0.4,pro,0,14,False,False
C01376,2020-12-17,33.0,1.9,pro,0,20,False,False
C01377,2021-12-17,50.0,6.7,free,0,23,False,False
C01378,2023-06-26,60.0,3.7,free,1,13,False,False
C01379,2022-04-20,30.0,58.9,free,1,29,False,False
C01380,2022-06-13,42.0,40.9,basic,2,4,False,False
C01381,2023-02-23,65.0,1.1,free,4,109,True,True
C01382,2022-09-03,57.0,56.1,pro,1,7,False,False
C01383,2023-10-12,60.0,24.7,free,1,23,False,False
C01384,2020-03-22,56.0,20.3,basic,0,26,False,False
C01385,2020-05-01,30.0,17.6,basic,0,155,False,True
C01386,2024-01-21,,13.2,basic,0,6,False,False
C01387,2022-10-17,,2.5,pro,2,7,False,False
C01388,2020-09-30,52.0,4.2,free,3,86,True,True
C01389,2022-05-08,29.0,22.2,basic,0,16,False,False
C01390,2023-11-09,18.0,2.9,basic,0,1,False,False
C01391,2020-10-12,,4.4,basic,0,1,False,False
C01392,2023-02-27,73.0,1.1,basic,1,24,False,False
C01393,2023-10-26,37.0,4.3,basic,1,23,False,False
C01394,2023-08-26,27.0,46.2,pro,0,21,False,False
C01395,2022-04-10,55.0,20.3,basic,0,9,False,False
C01396,2021-03-24,45.0,50.2,pro,1,6,False,False
C01397,2020-07-01,29.0,21.9,pro,0,14,False,False
C01398,2021-11-05,55.0,13.7,basic,0,23,False,False
C01399,2021-12-15,63.0,52.6,free,2,24,False,False
C01400,2020-11-13,25.0,16.2,free,2,18,False,False
C01401,2023-04-06,74.0,2.2,pro,0,5,False,False
C01402,2023-06-05,45.0,3.1,basic,1,18,False,False
C01403,2020-09-26,72.0,3.7,pro,0,9,False,False
C01404,2022-11-26,18.0,35.0,free,2,29,False,False
C01405,2024-01-27,49.0,0.8,basic,1,22,False,False
C01406,2020-05-08,22.0,2.2,basic,0,29,False,False
C01407,2022-05-13,50.0,6.8,free,1,10,False,False
C01408,2023-04-10,41.0,7.0,basic,1,15,False,False
C01409,2022-03-10,35.0,76.6,free,1,24,False,False
C01410,2021-01-02,67.0,9.7,basic,0,82,False,True
C01411,2023-12-27,21.0,3.1,free,0,28,False,False
C01412,2020-08-03,63.0,53.9,free,3,26,False,False
C01413,2023-12-18,45.0,11.4,free,1,101,False,True
C01414,2023-09-12,25.0,6.2,pro,1,4,False,False
C01415,2020-10-11,42.0,14.0,pro,0,8,False,False
C01416,2020-01-25,62.0,25.4,basic,1,13,False,False
C01417,2021-10-29,38.0,6.0,free,0,4,False,False
C01418,2023-01-23,18.0,1.9,free,0,59,True,True
C01419,2020-04-16,66.0,10.2,free,0,176,True,True
C01420,2020-01-19,23.0,28.9,free,1,2,False,False
C01421,2021-02-24,18.0,9.9,free,0,0,False,False
C01422,2020-06-18,61.0,5.0,basic,0,158,True,True
